,Magnitude,Place,Datetime,Depth
455,3.3,"2 km S of Magas Arriba, Puerto Rico",2021-07-23 09:40:59 (UTC),14.0 km
456,4.5,Reykjanes Ridge,2021-07-23 08:01:10 (UTC),10.0 km
457,2.7,"29km ESE of Markleeville, CA",2021-07-23 07:56:54 (UTC),-1.6 km
458,5.5,"90 km ESE of Kokopo, Papua New Guinea",2021-07-23 06:16:03 (UTC),54.9 km
459,2.7,"56 km WNW of Anchor Point, Alaska",2021-07-23 05:29:14 (UTC),107.9 km
460,4.2,Fiji region,2021-07-23 04:58:36 (UTC),573.5 km
461,4.6,"40 km N of Bor?zj?n, Iran",2021-07-23 04:38:54 (UTC),10.0 km
462,4.7,"7 km SSE of Salcha, Alaska",2021-07-23 04:20:20 (UTC),11.7 km
463,5.5,Greenland Sea,2021-07-23 04:05:40 (UTC),10.0 km
464,4.3,"296 km NE of Lospalos, Timor Leste",2021-07-23 03:55:48 (UTC),151.7 km
465,2.7,"56 km S of Whites City, New Mexico",2021-07-23 03:31:44 (UTC),7.0 km
466,4.4,"156 km ESE of Saipan, Northern Mariana Islands",2021-07-23 03:30:08 (UTC),10.0 km
467,3.0,"7 km SE of Maria Antonia, Puerto Rico",2021-07-23 02:40:36 (UTC),7.0 km
468,2.7,"7 km E of P?hala, Hawaii",2021-07-23 01:42:17 (UTC),33.9 km
469,2.7,"9 km SSE of Volcano, Hawaii",2021-07-23 01:26:38 (UTC),-0.1 km
470,2.9,"2 km SSE of Pole Ojea, Puerto Rico",2021-07-23 01:21:43 (UTC),11.0 km
471,2.7,"9 km SSE of Volcano, Hawaii",2021-07-23 01:18:23 (UTC),0.6 km
472,4.8,"39 km S of Hihifo, Tonga",2021-07-23 01:16:39 (UTC),56.3 km
473,2.8,"11 km N of Midland, Texas",2021-07-23 00:54:50 (UTC),8.8 km
474,2.7,"1 km N of Guayanilla, Puerto Rico",2021-07-22 23:52:55 (UTC),16.0 km
475,2.6,"12 km W of Point Possession, Alaska",2021-07-22 23:02:19 (UTC),45.6 km
476,4.5,"70 km NW of Ternate, Indonesia",2021-07-22 22:53:08 (UTC),77.7 km
477,3.1,"6 km W of La Parguera, Puerto Rico",2021-07-22 22:15:38 (UTC),11.0 km
478,2.8,"58 km S of Whites City, New Mexico",2021-07-22 21:21:20 (UTC),6.2 km
479,3.0,"14 km NW of Rincón, Puerto Rico",2021-07-22 21:05:05 (UTC),13.0 km
480,2.8,"3 km S of Pole Ojea, Puerto Rico",2021-07-22 19:32:37 (UTC),10.0 km
481,2.8,"8km NW of Dunnigan, CA",2021-07-22 19:19:58 (UTC),15.8 km
482,2.9,"32km SE of Markleeville, CA",2021-07-22 18:53:06 (UTC),4.5 km
483,2.6,"30km SE of Markleeville, CA",2021-07-22 18:16:59 (UTC),3.7 km
484,4.6,Greece-Albania border region,2021-07-22 16:49:37 (UTC),22.4 km
485,3.0,"6 km SW of Liborio Negron Torres, Puerto Rico",2021-07-22 16:26:47 (UTC),13.0 km
486,4.3,null,2021-07-22 16:20:21 (UTC),152.8 km
487,4.8,"28 km S of Mandráki, Greece",2021-07-22 14:16:29 (UTC),43.0 km
488,4.4,"156 km SSE of False Pass, Alaska",2021-07-22 13:12:31 (UTC),25.1 km
489,5.1,"56 km S of Punta de Burica, Panama",2021-07-22 12:51:45 (UTC),10.0 km
517,2.8,"16 km SSE of Nixon, Texas",2021-07-22 12:50:53 (UTC),8.4 km
518,4.7,"30 km WNW of Port-Olry, Vanuatu",2021-07-22 12:36:38 (UTC),30.9 km
519,4.5,"76 km SSW of Ust’-Kamchatsk Staryy, Russia",2021-07-22 11:44:06 (UTC),53.5 km
520,2.8,"2 km SSE of P?hala, Hawaii",2021-07-22 09:36:15 (UTC),34.9 km
521,3.3,"2 km E of Quinton, Oklahoma",2021-07-22 09:23:17 (UTC),7.6 km
522,2.7,"2 km E of Quinton, Oklahoma",2021-07-22 09:08:58 (UTC),7.8 km
523,3.2,"5 km SW of La Parguera, Puerto Rico",2021-07-22 06:42:42 (UTC),12.0 km
524,2.5,"125 km W of Ferndale, California",2021-07-22 05:50:30 (UTC),10.0 km
525,3.1,"52 km SSE of Cantwell, Alaska",2021-07-22 05:30:16 (UTC),7.4 km
526,3.0,"59 km SSE of Cantwell, Alaska",2021-07-22 05:30:15 (UTC),12.4 km
527,2.9,"5 km SSW of Volcano, Hawaii",2021-07-22 04:53:23 (UTC),1.4 km
528,2.9,"8km W of Holtville, CA",2021-07-22 04:29:19 (UTC),14.1 km
529,3.2,"10 km SSW of La Playa, Puerto Rico",2021-07-22 04:16:41 (UTC),119.0 km
530,3.0,"7km W of Holtville, CA",2021-07-22 03:50:50 (UTC),11.7 km
531,2.9,"8km W of Holtville, CA",2021-07-22 03:48:11 (UTC),11.3 km
532,4.4,"75 km NNE of Calama, Chile",2021-07-22 03:29:41 (UTC),140.5 km
533,2.8,"2km NNE of Mesa Vista, CA",2021-07-22 03:12:03 (UTC),6.3 km
534,4.6,"91 km S of Punta de Burica, Panama",2021-07-22 02:51:05 (UTC),10.0 km
535,5.5,"22 km NW of Port-Olry, Vanuatu",2021-07-22 02:24:58 (UTC),35.0 km
536,4.4,"33 km WNW of Dera Ghazi Khan, Pakistan",2021-07-22 02:12:27 (UTC),25.2 km
537,3.4,"9 km SSW of Volcano, Hawaii",2021-07-22 02:11:04 (UTC),25.0 km
538,3.5,"84 km ESE of King Cove, Alaska",2021-07-22 01:40:11 (UTC),30.4 km
539,5.2,"55 km SW of Masachapa, Nicaragua",2021-07-22 01:28:26 (UTC),35.0 km
540,4.1,"15 km SSW of Polichnítos, Greece",2021-07-22 01:20:22 (UTC),10.0 km
541,4.1,"66 km E of Darhan, Mongolia",2021-07-22 01:12:50 (UTC),10.0 km
542,2.8,"6km N of Black Point-Green Point, CA",2021-07-22 00:56:01 (UTC),9.7 km
543,4.3,"15 km SSW of Polichnítos, Greece",2021-07-22 00:48:02 (UTC),12.4 km
544,3.4,"30km SE of Markleeville, CA",2021-07-21 23:33:38 (UTC),3.1 km
545,4.8,"140 km SSW of Lorengau, Papua New Guinea",2021-07-21 23:07:46 (UTC),10.0 km
546,4.0,"15 km SSW of Polichnítos, Greece",2021-07-21 23:03:46 (UTC),9.2 km
547,4.9,"69 km S of Punta de Burica, Panama",2021-07-21 22:25:59 (UTC),10.0 km
548,4.7,"31 km S of Punta de Burica, Panama",2021-07-21 21:34:39 (UTC),10.0 km
549,2.6,"28 km SSE of Mina, Nevada",2021-07-21 21:25:32 (UTC),3.5 km
550,6.7,"68 km S of Punta de Burica, Panama",2021-07-21 21:15:12 (UTC),10.0 km
551,3.2,"6 km E of P?hala, Hawaii",2021-07-21 20:30:28 (UTC),36.4 km
552,3.4,"85 km N of San Juan, Puerto Rico",2021-07-21 19:55:44 (UTC),29.0 km
553,3.2,"80 km N of San Juan, Puerto Rico",2021-07-21 19:41:22 (UTC),25.0 km
554,3.6,"79 km N of San Juan, Puerto Rico",2021-07-21 19:37:43 (UTC),21.0 km
555,3.7,"82 km N of San Juan, Puerto Rico",2021-07-21 19:11:00 (UTC),24.0 km
556,2.5,"30 km S of Mina, Nevada",2021-07-21 18:13:07 (UTC),2.8 km
557,5.2,"51 km N of Polewali, Indonesia",2021-07-21 17:44:01 (UTC),11.4 km
558,2.6,"6 km WSW of La Parguera, Puerto Rico",2021-07-21 17:26:40 (UTC),10.0 km
559,3.3,"7 km WSW of La Parguera, Puerto Rico",2021-07-21 17:22:56 (UTC),11.0 km
560,3.1,"11 km S of Smiley, Texas",2021-07-21 17:19:01 (UTC),4.9 km
561,4.2,"4 km SSE of Piedecuesta, Colombia",2021-07-21 16:44:14 (UTC),140.9 km
562,4.9,"86 km NNE of Calama, Chile",2021-07-21 16:23:57 (UTC),103.6 km
590,4.5,"176 km SE of Lata, Solomon Islands",2021-07-21 15:55:48 (UTC),61.5 km
591,4.0,Fiji region,2021-07-21 15:39:01 (UTC),564.4 km
592,4.3,"290 km E of Levuka, Fiji",2021-07-21 15:20:19 (UTC),563.8 km
593,3.3,"5 km NNW of Point MacKenzie, Alaska",2021-07-21 15:12:15 (UTC),36.9 km
594,4.9,"7 km SSE of San Ignacio, Peru",2021-07-21 15:07:35 (UTC),31.9 km
595,6.0,"150 km SSW of Lorengau, Papua New Guinea",2021-07-21 14:26:00 (UTC),8.7 km
596,4.5,Kermadec Islands region,2021-07-21 13:48:26 (UTC),524.2 km
597,4.9,"20 km ESE of Colonia, Micronesia",2021-07-21 13:31:54 (UTC),10.0 km
598,2.5,"37 km NNW of Toyah, Texas",2021-07-21 12:31:14 (UTC),9.1 km
599,2.6,"40km WNW of Petrolia, CA",2021-07-21 12:25:58 (UTC),24.2 km
600,3.9,"28 km SSW of Mina, Nevada",2021-07-21 12:04:18 (UTC),7.7 km
601,3.8,Dominican Republic region,2021-07-21 11:17:36 (UTC),6.0 km
602,4.3,"88 km W of Adak, Alaska",2021-07-21 11:03:42 (UTC),2.6 km
603,2.8,"50km WNW of Petrolia, CA",2021-07-21 10:36:38 (UTC),18.9 km
604,4.4,"12km WSW of Petrolia, CA",2021-07-21 10:05:30 (UTC),35.4 km
605,2.6,"28km SSW of Smith Valley, NV",2021-07-21 09:36:13 (UTC),-1.1 km
606,4.3,"269 km WNW of Haveluloto, Tonga",2021-07-21 09:24:26 (UTC),539.9 km
607,3.0,"3 km NNW of La Parguera, Puerto Rico",2021-07-21 07:52:29 (UTC),6.0 km
608,4.4,"78 km SSW of Lhokseumawe, Indonesia",2021-07-21 06:59:53 (UTC),10.0 km
609,3.5,"77 km N of Tierras Nuevas Poniente, Puerto Rico",2021-07-21 06:19:38 (UTC),23.0 km
610,2.6,"24 km N of San Juan, Puerto Rico",2021-07-21 06:07:06 (UTC),75.6 km
611,5.0,"190 km NE of Lospalos, Timor Leste",2021-07-21 04:33:36 (UTC),135.8 km
612,2.9,"32km SE of Markleeville, CA",2021-07-21 04:21:09 (UTC),5.7 km
613,2.7,"6 km S of Volcano, Hawaii",2021-07-21 04:13:23 (UTC),1.6 km
614,3.1,"32km SE of Markleeville, CA",2021-07-21 03:50:11 (UTC),5.9 km
615,5.0,Tristan da Cunha region,2021-07-21 02:19:05 (UTC),10.0 km
616,4.2,"83 km SSE of Iquique, Chile",2021-07-21 02:02:39 (UTC),87.7 km
617,2.7,"20km SE of Bayside, CA",2021-07-21 01:57:28 (UTC),24.2 km
618,2.9,"8km S of San Juan Bautista, CA",2021-07-21 01:29:16 (UTC),9.7 km
619,4.4,"74 km SE of Ende, Indonesia",2021-07-21 00:42:10 (UTC),74.4 km
620,3.9,"2 km SSE of Salitrillos, Costa Rica",2021-07-20 23:57:14 (UTC),8.9 km
621,5.2,"36 km NW of Rajanpur, Pakistan",2021-07-20 23:54:26 (UTC),10.0 km
622,2.6,"1 km SW of Guayanilla, Puerto Rico",2021-07-20 23:18:01 (UTC),14.0 km
623,4.1,"174 km SSE of Ormara, Pakistan",2021-07-20 23:16:39 (UTC),10.0 km
624,4.4,South Sandwich Islands region,2021-07-20 22:10:16 (UTC),96.6 km
625,3.1,"6 km WSW of La Parguera, Puerto Rico",2021-07-20 21:35:43 (UTC),11.0 km
626,4.3,Fiji region,2021-07-20 21:30:40 (UTC),566.3 km
627,5.1,"228 km SE of Hihifo, Tonga",2021-07-20 21:19:51 (UTC),10.0 km
628,3.1,"74 km E of Atka, Alaska",2021-07-20 21:05:10 (UTC),118.2 km
629,2.6,"58 km WNW of Valdez, Alaska",2021-07-20 20:50:24 (UTC),12.3 km
630,5.2,"103 km SE of Pondaguitan, Philippines",2021-07-20 20:26:46 (UTC),91.1 km
631,2.7,"66 km WNW of Tanana, Alaska",2021-07-20 19:42:59 (UTC),5.4 km
632,4.2,"7 km ENE of Asímion, Greece",2021-07-20 17:44:15 (UTC),14.1 km
633,2.7,"14km ESE of Olancha, CA",2021-07-20 17:01:23 (UTC),5.0 km
634,3.0,"37 km N of Valdez, Alaska",2021-07-20 16:25:56 (UTC),17.2 km
635,4.4,Kuril Islands,2021-07-20 15:55:28 (UTC),35.0 km
663,4.1,"2 km WSW of Choco, Peru",2021-07-20 15:42:34 (UTC),125.4 km
664,4.7,south of the Kermadec Islands,2021-07-20 14:41:26 (UTC),38.6 km
665,2.7,"15km NNW of Westmorland, CA",2021-07-20 13:49:10 (UTC),0.8 km
666,4.4,"77 km SE of Katsuren-haebaru, Japan",2021-07-20 13:33:56 (UTC),10.0 km
667,4.1,"33 km ENE of Sibolga, Indonesia",2021-07-20 13:26:51 (UTC),123.5 km
668,3.6,"92 km SSE of Adak, Alaska",2021-07-20 13:21:40 (UTC),27.9 km
669,2.6,"26 km WNW of Stanley, Idaho",2021-07-20 11:19:56 (UTC),10.0 km
670,2.6,"9 km E of Ferndale, Washington",2021-07-20 10:49:38 (UTC),19.5 km
671,2.7,"6 km E of P?hala, Hawaii",2021-07-20 08:39:44 (UTC),35.8 km
672,4.3,south of the Kermadec Islands,2021-07-20 08:00:35 (UTC),195.5 km
673,4.5,"58 km WSW of Luganville, Vanuatu",2021-07-20 07:59:16 (UTC),10.0 km
674,3.1,"35 km E of Pedro Bay, Alaska",2021-07-20 06:37:27 (UTC),140.1 km
675,3.0,"258 km ESE of Chiniak, Alaska",2021-07-20 06:15:35 (UTC),10.0 km
676,4.2,"113 km W of San Antonio de los Cobres, Argentina",2021-07-20 05:50:45 (UTC),201.5 km
677,3.1,"262 km SE of Chiniak, Alaska",2021-07-20 05:26:30 (UTC),20.0 km
678,2.8,"36km NW of Stovepipe Wells, CA",2021-07-20 05:12:50 (UTC),1.3 km
679,4.3,"4 km NNW of Thívai, Greece",2021-07-20 05:05:30 (UTC),30.4 km
680,2.8,"260 km ESE of Chiniak, Alaska",2021-07-20 04:37:27 (UTC),22.4 km
681,2.9,"11 km WNW of Burning Man Earth, Nevada",2021-07-20 04:30:32 (UTC),3.1 km
682,4.8,"207 km WNW of Panguna, Papua New Guinea",2021-07-20 04:22:48 (UTC),35.0 km
683,2.9,"32 km WSW of Chenega, Alaska",2021-07-20 04:04:29 (UTC),0.0 km
684,3.4,"46 km E of Ouzinkie, Alaska",2021-07-20 03:38:04 (UTC),2.5 km
685,4.5,"190 km NNW of Sola, Vanuatu",2021-07-20 03:08:10 (UTC),237.8 km
686,4.2,"21 km NNE of San Clemente, Chile",2021-07-20 03:05:26 (UTC),96.1 km
687,2.8,"66 km NNE of Van Horn, Texas",2021-07-20 02:11:06 (UTC),6.2 km
688,4.3,"79 km ENE of Aksu, China",2021-07-20 01:27:02 (UTC),36.3 km
689,3.2,"292 km SE of Chiniak, Alaska",2021-07-19 23:52:57 (UTC),10.0 km
690,4.2,"293 km E of Levuka, Fiji",2021-07-19 23:43:18 (UTC),529.6 km
691,4.9,"189 km E of Nago, Japan",2021-07-19 23:03:36 (UTC),10.0 km
692,5.4,"New Britain region, Papua New Guinea",2021-07-19 23:02:08 (UTC),30.3 km
693,4.2,Fiji region,2021-07-19 22:43:11 (UTC),535.4 km
694,2.8,"5 km WSW of La Parguera, Puerto Rico",2021-07-19 22:23:53 (UTC),11.0 km
695,4.3,"85 km SSE of Pondaguitan, Philippines",2021-07-19 22:19:13 (UTC),82.8 km
696,4.5,"33 km SSE of Severomuysk, Russia",2021-07-19 22:06:46 (UTC),10.0 km
697,5.8,"160 km SSW of Lorengau, Papua New Guinea",2021-07-19 20:30:41 (UTC),10.0 km
698,3.0,"31km NW of Bridgeport, CA",2021-07-19 19:58:10 (UTC),5.5 km
699,5.0,"145 km SSW of Lorengau, Papua New Guinea",2021-07-19 19:42:34 (UTC),10.0 km
700,2.7,"5 km WSW of La Parguera, Puerto Rico",2021-07-19 18:26:28 (UTC),11.0 km
701,4.4,south of the Fiji Islands,2021-07-19 18:04:55 (UTC),494.2 km
702,4.7,south of Panama,2021-07-19 17:08:49 (UTC),10.0 km
703,4.5,"137 km S of Lotofag?, Samoa",2021-07-19 16:58:29 (UTC),10.0 km
704,3.4,"51 km SW of Nikolski, Alaska",2021-07-19 16:28:56 (UTC),16.8 km
705,4.4,Kermadec Islands region,2021-07-19 15:40:24 (UTC),10.0 km
706,4.3,"11 km N of Jordán, Colombia",2021-07-19 15:29:59 (UTC),145.8 km
707,5.9,"139 km SSW of Lorengau, Papua New Guinea",2021-07-19 15:22:32 (UTC),10.0 km
708,2.7,"6 km ENE of P?hala, Hawaii",2021-07-19 13:54:57 (UTC),37.5 km
736,4.2,Pacific-Antarctic Ridge,2021-07-19 13:26:58 (UTC),10.0 km
737,4.1,"9 km WSW of Dalama, Turkey",2021-07-19 13:13:02 (UTC),10.0 km
738,4.0,"37 km ESE of Malaga, New Mexico",2021-07-19 11:23:25 (UTC),7.8 km
739,4.3,"21 km NNW of Ninilchik, Alaska",2021-07-19 10:52:20 (UTC),69.3 km
740,2.9,"30km SE of Markleeville, CA",2021-07-19 10:26:45 (UTC),4.9 km
741,4.5,"296 km N of Saipan, Northern Mariana Islands",2021-07-19 10:11:39 (UTC),216.1 km
742,4.1,"60 km SW of Puerto San José, Guatemala",2021-07-19 09:50:04 (UTC),35.0 km
743,2.7,"63 km ESE of West Yellowstone, Montana",2021-07-19 07:42:01 (UTC),2.9 km
744,4.1,"16 km SSE of Felahiye, Turkey",2021-07-19 07:39:43 (UTC),7.0 km
745,4.1,"18 km NW of Bünyan, Turkey",2021-07-19 07:32:53 (UTC),10.0 km
746,4.5,"47 km E of Aras-asan, Philippines",2021-07-19 07:27:53 (UTC),35.0 km
747,4.2,south of the Fiji Islands,2021-07-19 06:35:24 (UTC),525.1 km
748,2.6,"32km ENE of Dardanelle, CA",2021-07-19 06:34:17 (UTC),3.3 km
749,4.7,Near the coast of southern Peru,2021-07-19 06:17:50 (UTC),108.5 km
750,4.6,"38 km NW of Finschhafen, Papua New Guinea",2021-07-19 04:42:59 (UTC),42.8 km
751,4.6,"91 km WSW of Ternate, Indonesia",2021-07-19 02:38:53 (UTC),50.2 km
752,4.2,"43 km SE of Santiago de Cuba, Cuba",2021-07-19 01:33:26 (UTC),10.0 km
753,2.5,"7 km ENE of P?hala, Hawaii",2021-07-19 01:14:16 (UTC),33.0 km
754,4.1,Mariana Islands region,2021-07-19 01:09:17 (UTC),94.3 km
755,2.7,"3 km SE of La Parguera, Puerto Rico",2021-07-19 01:01:25 (UTC),9.0 km
756,5.3,"61 km SSE of Gorontalo, Indonesia",2021-07-19 00:55:43 (UTC),159.2 km
757,2.8,"7 km S of Volcano, Hawaii",2021-07-19 00:17:19 (UTC),1.7 km
758,4.5,Kermadec Islands region,2021-07-19 00:01:39 (UTC),10.0 km
759,4.5,south of the Fiji Islands,2021-07-18 23:59:20 (UTC),476.9 km
760,3.0,"5 km WSW of La Parguera, Puerto Rico",2021-07-18 23:43:18 (UTC),11.0 km
761,2.9,"5 km SE of Maria Antonia, Puerto Rico",2021-07-18 23:29:22 (UTC),16.0 km
762,2.7,"22 km SE of Virginia City, Montana",2021-07-18 23:16:57 (UTC),9.2 km
763,3.6,"97 km N of Charlotte Amalie, U.S. Virgin Islands",2021-07-18 23:11:45 (UTC),89.0 km
764,4.4,"74 km SW of Deir ez-Zor, Syria",2021-07-18 22:09:22 (UTC),10.0 km
765,4.5,"9 km SW of Challapata, Bolivia",2021-07-18 21:59:46 (UTC),262.0 km
766,4.5,"88 km SE of Arica, Chile",2021-07-18 21:32:30 (UTC),104.5 km
767,4.2,"96 km WNW of Mohr, Iran",2021-07-18 21:31:19 (UTC),10.0 km
768,3.1,"6 km WSW of La Parguera, Puerto Rico",2021-07-18 21:26:10 (UTC),11.0 km
769,2.6,"56 km NW of Toyah, Texas",2021-07-18 20:40:06 (UTC),7.5 km
770,3.9,"82 km SW of Atka, Alaska",2021-07-18 20:30:13 (UTC),48.9 km
771,4.2,"78 km NNW of Picton, New Zealand",2021-07-18 18:11:52 (UTC),112.8 km
772,4.4,"48 km WNW of K?zer?n, Iran",2021-07-18 17:32:33 (UTC),10.0 km
773,2.5,Puerto Rico region,2021-07-18 17:24:10 (UTC),12.0 km
774,4.7,"179 km SE of Alo, Wallis and Futuna",2021-07-18 16:53:35 (UTC),10.0 km
775,4.4,"127 km ENE of Amahai, Indonesia",2021-07-18 16:44:15 (UTC),10.0 km
776,4.5,south of the Fiji Islands,2021-07-18 16:42:48 (UTC),537.0 km
777,4.3,"247 km NNW of Gorontalo, Indonesia",2021-07-18 16:21:13 (UTC),531.5 km
778,3.1,"23 km SW of Larsen Bay, Alaska",2021-07-18 16:09:43 (UTC),8.3 km
779,5.0,Pitcairn Islands region,2021-07-18 15:48:09 (UTC),10.0 km
780,4.2,Kermadec Islands region,2021-07-18 15:41:48 (UTC),69.6 km
781,4.7,Mid-Indian Ridge,2021-07-18 15:35:48 (UTC),10.0 km
809,4.6,Mid-Indian Ridge,2021-07-18 15:35:25 (UTC),10.0 km
810,4.4,"48 km N of Bor?zj?n, Iran",2021-07-18 15:26:59 (UTC),10.0 km
811,4.1,"271 km E of Levuka, Fiji",2021-07-18 15:25:40 (UTC),545.9 km
812,4.4,"45 km NNW of Bor?zj?n, Iran",2021-07-18 15:08:42 (UTC),10.0 km
813,4.3,"50 km WNW of K?zer?n, Iran",2021-07-18 14:54:30 (UTC),10.0 km
814,5.4,"48 km N of Bor?zj?n, Iran",2021-07-18 14:34:19 (UTC),10.0 km
815,4.3,"132 km E of Iquique, Chile",2021-07-18 13:46:39 (UTC),109.4 km
816,3.6,"28km NW of Bridgeport, CA",2021-07-18 13:24:10 (UTC),5.4 km
817,4.6,central East Pacific Rise,2021-07-18 12:05:42 (UTC),10.0 km
818,2.5,"30km SE of Markleeville, CA",2021-07-18 11:27:35 (UTC),4.2 km
819,4.9,"101 km SE of Gorontalo, Indonesia",2021-07-18 10:40:01 (UTC),105.9 km
820,4.5,"30 km ESE of Muikamachi, Japan",2021-07-18 10:11:06 (UTC),10.0 km
821,3.0,"87 km SSE of Kokhanok, Alaska",2021-07-18 10:01:57 (UTC),6.7 km
822,4.6,"29 km ESE of Muikamachi, Japan",2021-07-18 09:50:08 (UTC),10.0 km
823,4.7,"168 km N of Madang, Papua New Guinea",2021-07-18 09:35:27 (UTC),10.0 km
824,3.2,"5 km SSE of Guánica, Puerto Rico",2021-07-18 09:30:23 (UTC),7.0 km
825,2.8,"6 km WSW of La Parguera, Puerto Rico",2021-07-18 07:52:05 (UTC),11.0 km
826,2.7,"5 km WSW of La Parguera, Puerto Rico",2021-07-18 07:42:17 (UTC),10.0 km
827,2.9,"23 km NW of Williams, Arizona",2021-07-18 07:41:55 (UTC),5.0 km
828,5.1,"12km W of Petrolia, CA",2021-07-18 06:46:12 (UTC),30.9 km
829,3.2,"19 km WNW of Stanley, Idaho",2021-07-18 05:36:10 (UTC),10.0 km
830,4.7,"8 km ESE of Ikedach?, Japan",2021-07-18 05:35:51 (UTC),41.4 km
831,2.6,southern Idaho,2021-07-18 05:32:25 (UTC),9.5 km
832,3.0,"6 km W of La Parguera, Puerto Rico",2021-07-18 05:23:07 (UTC),10.0 km
833,2.8,"6 km WSW of La Parguera, Puerto Rico",2021-07-18 05:09:25 (UTC),11.0 km
834,4.4,"3 km N of Pýrgos, Greece",2021-07-18 04:56:54 (UTC),10.0 km
835,3.1,"6 km SW of La Parguera, Puerto Rico",2021-07-18 04:50:05 (UTC),11.0 km
836,2.8,"6 km WSW of La Parguera, Puerto Rico",2021-07-18 04:47:23 (UTC),10.0 km
837,4.3,"5 km WSW of La Parguera, Puerto Rico",2021-07-18 04:45:42 (UTC),11.0 km
838,3.4,"7 km WSW of La Parguera, Puerto Rico",2021-07-18 04:43:00 (UTC),11.0 km
839,4.6,"5 km NNE of Barillas, Guatemala",2021-07-18 04:33:01 (UTC),10.0 km
840,2.8,"4 km SE of Rolleston, New Zealand",2021-07-18 04:28:30 (UTC),12.0 km
841,2.5,"30km SE of Markleeville, CA",2021-07-18 04:22:50 (UTC),7.2 km
842,2.6,"5 km SW of La Parguera, Puerto Rico",2021-07-18 04:19:06 (UTC),10.0 km
843,2.7,"5 km WSW of La Parguera, Puerto Rico",2021-07-18 03:58:54 (UTC),10.0 km
844,4.5,"6 km WSW of La Parguera, Puerto Rico",2021-07-18 03:52:25 (UTC),11.0 km
845,3.1,"7 km WSW of La Parguera, Puerto Rico",2021-07-18 03:50:03 (UTC),11.0 km
846,4.9,"11 km SW of Coporaque, Peru",2021-07-18 03:33:43 (UTC),110.8 km
847,4.5,south of the Kermadec Islands,2021-07-18 03:16:03 (UTC),10.0 km
848,4.5,"18 km WNW of Lake Sebu, Philippines",2021-07-18 03:08:33 (UTC),409.9 km
849,3.1,"4 km N of Guayanilla, Puerto Rico",2021-07-18 02:55:39 (UTC),11.0 km
850,4.9,"183 km SW of Bandar Lampung, Indonesia",2021-07-18 02:25:35 (UTC),47.5 km
851,4.1,"222 km NNW of Tobelo, Indonesia",2021-07-18 01:23:55 (UTC),47.7 km
852,4.2,"101 km SSE of Punta de Burica, Panama",2021-07-18 01:21:37 (UTC),10.0 km
853,5.2,southeast of the Loyalty Islands,2021-07-18 01:04:46 (UTC),10.0 km
854,5.4,"118 km NW of Pangai, Tonga",2021-07-18 00:36:33 (UTC),211.9 km
882,4.9,"106 km S of Kandrian, Papua New Guinea",2021-07-18 00:28:57 (UTC),10.8 km
883,5.1,"12 km E of Nangan, Philippines",2021-07-18 00:09:35 (UTC),70.9 km
884,2.6,"16km NW of Pinnacles, CA",2021-07-18 00:08:28 (UTC),5.2 km
885,4.2,"63 km SSE of Kokopo, Papua New Guinea",2021-07-18 00:05:04 (UTC),60.4 km
886,4.4,"32 km SSE of Juradó, Colombia",2021-07-17 23:51:20 (UTC),10.0 km
887,4.5,south of the Kermadec Islands,2021-07-17 23:39:23 (UTC),10.0 km
888,2.8,"125 km SSE of Sand Point, Alaska",2021-07-17 22:26:48 (UTC),26.7 km
889,2.8,"28km SE of Markleeville, CA",2021-07-17 22:22:27 (UTC),3.1 km
890,2.6,"45 km NW of Stanley, Idaho",2021-07-17 22:07:14 (UTC),10.0 km
891,2.7,"64 km S of Whites City, New Mexico",2021-07-17 22:03:37 (UTC),8.4 km
892,3.1,"136 km E of McCarthy, Alaska",2021-07-17 21:47:05 (UTC),3.2 km
893,2.9,"266 km S of Akhiok, Alaska",2021-07-17 21:46:29 (UTC),10.0 km
894,5.5,northern Mid-Atlantic Ridge,2021-07-17 21:31:18 (UTC),10.0 km
895,3.1,"42 km N of Valdez, Alaska",2021-07-17 21:28:58 (UTC),16.0 km
896,4.4,"35 km NNE of Lae, Papua New Guinea",2021-07-17 21:20:22 (UTC),75.0 km
897,2.8,"67 km ENE of Independence, California",2021-07-17 20:59:32 (UTC),16.0 km
898,6.1,"135 km S of Punta de Burica, Panama",2021-07-17 20:56:10 (UTC),4.1 km
899,4.2,"130 km SSE of Punta de Burica, Panama",2021-07-17 20:55:39 (UTC),10.0 km
900,4.3,"153 km SE of Kirakira, Solomon Islands",2021-07-17 20:29:08 (UTC),10.0 km
901,2.7,"33 km E of Fallon Station, Nevada",2021-07-17 19:29:47 (UTC),15.9 km
902,2.7,"114 km SSW of Avalon, California",2021-07-17 18:07:53 (UTC),7.9 km
903,2.6,"28km SSW of Smith Valley, NV",2021-07-17 17:12:54 (UTC),-0.5 km
904,2.9,"5 km SSW of Guánica, Puerto Rico",2021-07-17 16:48:18 (UTC),10.0 km
905,4.3,"70 km E of Namie, Japan",2021-07-17 16:21:38 (UTC),56.4 km
906,2.8,"34 km NW of Stanley, Idaho",2021-07-17 14:55:09 (UTC),14.8 km
907,2.5,"56 km S of Whites City, New Mexico",2021-07-17 14:47:22 (UTC),6.7 km
908,2.6,"111 km ESE of Study Butte, Texas",2021-07-17 14:39:29 (UTC),18.0 km
909,4.7,"58 km WNW of Labasa, Fiji",2021-07-17 14:01:49 (UTC),10.0 km
